Vf,composite,P2020,P2016,S2020,S2018,G2018,AG2018
0.490,0.395631,0.391693,0.398872,0.398397,0.396274,0.398206,0.391113
0.495,0.442711,0.436719,0.446550,0.445809,0.443270,0.445082,0.437492
0.500,0.490519,0.482413,0.494966,0.493940,0.490983,0.492653,0.484620
0.505,0.538363,0.528174,0.543408,0.542090,0.538727,0.540243,0.531836
0.510,0.585560,0.573406,0.591167,0.589562,0.585823,0.587180,0.578478
0.515,0.631453,0.617541,0.637563,0.635689,0.631621,0.632822,0.623919
0.520,0.675449,0.660057,0.681980,0.679866,0.675529,0.676584,0.667581
0.525,0.717035,0.700501,0.723882,0.721570,0.717038,0.717962,0.708966
0.530,0.755793,0.738496,0.762842,0.760380,0.755734,0.756543,0.747666
0.535,0.791418,0.773753,0.798541,0.796292,0.791311,0.792024,0.783372
0.540,0.823712,0.806070,0.830781,0.828920,0.823572,0.824207,0.815882
0.545,0.852589,0.835337,0.859481,0.858037,0.852430,0.853000,0.845096
0.550,0.878060,0.861522,0.884894,0.883635,0.877894,0.878413,0.871008
0.555,0.900225,0.884673,0.906962,0.905803,0.900062,0.900539,0.893696
0.560,0.919257,0.905846,0.925758,0.924714,0.919104,0.919546,0.913309
0.565,0.935748,0.924114,0.941524,0.940603,0.935244,0.935653,0.930048
0.570,0.949586,0.939619,0.954548,0.953752,0.948743,0.949121,0.944156
0.575,0.960960,0.952582,0.965142,0.964468,0.959885,0.960446,0.955897
0.580,0.970171,0.963258,0.973628,0.973067,0.968962,0.969759,0.965547
0.585,0.977516,0.971916,0.980320,0.979864,0.976260,0.977193,0.973380
0.590,0.983284,0.978829,0.985517,0.985152,0.982051,0.983037,0.979658
0.595,0.987744,0.984265,0.989490,0.989204,0.986588,0.987559,0.984629
0.600,0.991141,0.988471,0.992481,0.992260,0.990095,0.991004,0.988516
0.605,0.993687,0.991675,0.994696,0.994530,0.992771,0.993588,0.991517
0.610,0.995566,0.994076,0.996313,0.996189,0.994787,0.995496,0.993806
0.615,0.996930,0.995847,0.997474,0.997384,0.996286,0.996882,0.995530
0.620,0.997906,0.997131,0.998294,0.998230,0.997385,0.997873,0.996811
0.625,0.998593,0.998049,0.998865,0.998820,0.998182,0.998571,0.997753
0.630,0.999068,0.998693,0.999256,0.999224,0.998751,0.999054,0.998435
0.635,0.999392,0.999138,0.999519,0.999498,0.999153,0.999383,0.998923
0.640,0.999610,0.999440,0.999694,0.999680,0.999435,0.999604,0.999268
0.645,0.999753,0.999642,0.999808,0.999799,0.999638,0.999749,0.999509
0.650,0.999846,0.999775,0.999882,0.999876,0.999772,0.999844,0.999677
0.655,0.999906,0.999860,0.999928,0.999924,0.999858,0.999904,0.999798
0.660,0.999943,0.999915,0.999957,0.999955,0.999914,0.999942,0.999875
0.665,0.999966,0.999949,0.999975,0.999973,0.999948,0.999966,0.999924
0.670,0.999980,0.999970,0.999985,0.999984,0.999969,0.999980,0.999955
0.675,0.999989,0.999982,0.999992,0.999991,0.999982,0.999988,0.999974
0.680,0.999994,0.999990,0.999995,0.999995,0.999990,0.999993,0.999985
0.685,0.999996,0.999994,0.999997,0.999997,0.999994,0.999996,0.999991
0.690,0.999998,0.999997,0.999999,0.999998,0.999997,0.999998,0.999995
0.695,0.999999,0.999998,0.999999,0.999999,0.999998,0.999999,0.999997
0.700,0.999999,0.999999,1.000000,1.000000,0.999999,0.999999,0.999999
0.705,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999999
0.710,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.715,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.720,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.725,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.730,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.735,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.740,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.745,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
