Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.465,0.399273,0.465,0.408616,0.465,0.391317,0.465,0.394324,0.465,0.392305,0.465,0.406217,0.465,0.403133
0.470,0.406963,0.470,0.419975,0.470,0.397065,0.470,0.404438,0.470,0.398346,0.470,0.412417,0.470,0.412504
0.475,0.414875,0.475,0.431500,0.475,0.403199,0.475,0.414662,0.475,0.404631,0.475,0.418941,0.475,0.421937
0.480,0.423130,0.480,0.443334,0.480,0.409867,0.480,0.425163,0.480,0.411288,0.480,0.425794,0.480,0.431560
0.485,0.431821,0.485,0.455585,0.485,0.417182,0.485,0.436084,0.485,0.418417,0.485,0.432989,0.485,0.441479
0.490,0.441010,0.490,0.468324,0.490,0.425231,0.490,0.447535,0.490,0.426089,0.490,0.440552,0.490,0.451770
0.495,0.450736,0.495,0.481587,0.495,0.434067,0.495,0.459592,0.495,0.434349,0.495,0.448523,0.495,0.462484
0.500,0.461015,0.500,0.495377,0.500,0.443720,0.500,0.472300,0.500,0.443225,0.500,0.456969,0.500,0.473651
0.505,0.471849,0.505,0.509669,0.505,0.454193,0.505,0.485672,0.505,0.452725,0.505,0.465980,0.505,0.485287
0.510,0.483228,0.510,0.524416,0.510,0.465470,0.510,0.499695,0.510,0.462851,0.510,0.475674,0.510,0.497393
0.515,0.495134,0.515,0.539553,0.515,0.477516,0.515,0.514331,0.515,0.473592,0.515,0.486191,0.515,0.509963
0.520,0.507544,0.520,0.555001,0.520,0.490279,0.520,0.529523,0.520,0.484938,0.520,0.497684,0.520,0.522984
0.525,0.520434,0.525,0.570675,0.525,0.503697,0.525,0.545197,0.525,0.496873,0.525,0.510310,0.525,0.536437
0.530,0.533776,0.530,0.586484,0.530,0.517696,0.530,0.561268,0.530,0.509383,0.530,0.524214,0.530,0.550298
0.535,0.547538,0.535,0.602335,0.535,0.532194,0.535,0.577642,0.535,0.522450,0.535,0.539509,0.535,0.564539
0.540,0.561687,0.540,0.618137,0.540,0.547103,0.540,0.594216,0.540,0.536056,0.540,0.556261,0.540,0.579120
0.545,0.576182,0.545,0.633801,0.545,0.562330,0.545,0.610887,0.545,0.550178,0.545,0.574473,0.545,0.593998
0.550,0.590976,0.550,0.649243,0.550,0.577783,0.550,0.627549,0.550,0.564789,0.550,0.594075,0.550,0.609117
0.555,0.606014,0.555,0.664387,0.555,0.593366,0.555,0.644096,0.555,0.579849,0.555,0.614916,0.555,0.624412
0.560,0.621232,0.560,0.679160,0.560,0.608984,0.560,0.660426,0.560,0.595311,0.560,0.636772,0.560,0.639807
0.565,0.636557,0.565,0.693501,0.565,0.624545,0.565,0.676441,0.565,0.611114,0.565,0.659355,0.565,0.655218
0.570,0.651907,0.570,0.707355,0.570,0.639961,0.570,0.692052,0.570,0.627183,0.570,0.682333,0.570,0.670555
0.575,0.667194,0.575,0.720679,0.575,0.655147,0.575,0.707175,0.575,0.643430,0.575,0.705354,0.575,0.685721
0.580,0.682326,0.580,0.733436,0.580,0.670027,0.580,0.721739,0.580,0.659752,0.580,0.728078,0.580,0.700622
0.585,0.697209,0.585,0.745601,0.585,0.684528,0.585,0.735683,0.585,0.676039,0.585,0.750200,0.585,0.715161
0.590,0.711749,0.590,0.757154,0.590,0.698589,0.590,0.748959,0.590,0.692171,0.590,0.771475,0.590,0.729248
0.595,0.725858,0.595,0.768087,0.595,0.712155,0.595,0.761531,0.595,0.708026,0.595,0.791733,0.595,0.742803
0.600,0.739454,0.600,0.778394,0.600,0.725182,0.600,0.773374,0.600,0.723480,0.600,0.810883,0.600,0.755752
0.605,0.752463,0.605,0.788080,0.605,0.737634,0.605,0.784478,0.605,0.738417,0.605,0.828910,0.605,0.768037
0.610,0.764823,0.610,0.797152,0.610,0.749484,0.610,0.794842,0.610,0.752727,0.610,0.845859,0.610,0.779610
0.615,0.776486,0.615,0.805620,0.615,0.760714,0.615,0.804475,0.615,0.766314,0.615,0.861811,0.615,0.790440
0.620,0.787414,0.620,0.813500,0.620,0.771316,0.620,0.813397,0.620,0.779099,0.620,0.876860,0.620,0.800507
0.625,0.800965,0.625,0.820811,0.625,0.781285,0.625,0.821634,0.625,0.791018,0.625,0.891091,0.625,0.809807
0.630,0.814576,0.630,0.827571,0.630,0.790626,0.630,0.829221,0.630,0.802030,0.630,0.904556,0.630,0.818347
0.635,0.826770,0.635,0.833804,0.635,0.799345,0.635,0.836197,0.635,0.816351,0.635,0.917270,0.635,0.826145
0.640,0.837630,0.640,0.839536,0.640,0.807457,0.640,0.842606,0.640,0.829365,0.640,0.929203,0.640,0.833229
0.645,0.847319,0.645,0.844794,0.645,0.819268,0.645,0.848495,0.645,0.840621,0.645,0.940296,0.645,0.839638
0.650,0.856082,0.650,0.849607,0.650,0.830075,0.650,0.853916,0.650,0.850358,0.650,0.950467,0.650,0.846348
0.655,0.864221,0.655,0.854010,0.655,0.839760,0.655,0.858919,0.655,0.858905,0.655,0.959636,0.655,0.854664
0.660,0.872076,0.660,0.858035,0.660,0.848431,0.660,0.863559,0.660,0.866655,0.660,0.967739,0.660,0.862292
0.665,0.879980,0.665,0.861722,0.665,0.856279,0.665,0.867889,0.665,0.874032,0.665,0.974743,0.665,0.869561
0.670,0.888230,0.670,0.865109,0.670,0.863570,0.670,0.871960,0.670,0.881444,0.670,0.980652,0.670,0.876823
0.675,0.897032,0.675,0.871001,0.675,0.870632,0.675,0.875826,0.675,0.889245,0.675,0.985512,0.675,0.884412
0.680,0.906481,0.680,0.877230,0.680,0.877815,0.680,0.879534,0.680,0.897683,0.680,0.989404,0.680,0.892592
0.685,0.916532,0.685,0.883965,0.685,0.885451,0.685,0.886207,0.685,0.906874,0.685,0.992438,0.685,0.901524
0.690,0.927012,0.690,0.891485,0.690,0.893803,0.690,0.894840,0.690,0.916778,0.690,0.994736,0.690,0.911228
0.695,0.937637,0.695,0.899969,0.695,0.903011,0.695,0.904303,0.695,0.927206,0.695,0.996428,0.695,0.921577
0.700,0.948059,0.700,0.909445,0.700,0.913063,0.700,0.914556,0.700,0.937854,0.700,0.997638,0.700,0.932309
0.705,0.957918,0.705,0.919781,0.705,0.923784,0.705,0.925405,0.705,0.948342,0.705,0.998479,0.705,0.943064
0.710,0.966894,0.710,0.930684,0.710,0.934855,0.710,0.936519,0.710,0.958281,0.710,0.999047,0.710,0.953442
0.715,0.974751,0.715,0.941748,0.715,0.945864,0.715,0.947485,0.715,0.967325,0.715,0.999418,0.715,0.963063
0.720,0.981355,0.720,0.952510,0.720,0.956369,0.720,0.957870,0.720,0.975221,0.720,0.999655,0.720,0.971619
0.725,0.986685,0.725,0.962525,0.725,0.965968,0.725,0.967291,0.725,0.981830,0.725,0.999801,0.725,0.978911
0.730,0.990813,0.730,0.971431,0.730,0.974356,0.730,0.975468,0.730,0.987132,0.730,0.999888,0.730,0.984866
0.735,0.993881,0.735,0.978993,0.735,0.981362,0.735,0.982253,0.735,0.991206,0.735,0.999939,0.735,0.989522
0.740,0.996069,0.740,0.985123,0.740,0.986952,0.740,0.987632,0.740,0.994207,0.740,0.999968,0.740,0.993008
0.745,0.997565,0.745,0.989865,0.745,0.991211,0.745,0.991706,0.745,0.996324,0.745,0.999983,0.745,0.995507
0.750,0.998547,0.750,0.993365,0.750,0.994309,0.750,0.994653,0.750,0.997754,0.750,0.999992,0.750,0.997221
