Vf,composite,P2020,P2016,S2018,S2016,G2018,AG2018
0.585,0.697209,0.745601,0.684528,0.735683,0.676039,0.750200,0.715161
0.590,0.711749,0.757154,0.698589,0.748959,0.692171,0.771475,0.729248
0.595,0.725858,0.768087,0.712155,0.761531,0.708026,0.791733,0.742803
0.600,0.739454,0.778394,0.725182,0.773374,0.723480,0.810883,0.755752
0.605,0.752463,0.788080,0.737634,0.784478,0.738417,0.828910,0.768037
0.610,0.764823,0.797152,0.749484,0.794842,0.752727,0.845859,0.779610
0.615,0.776486,0.805620,0.760714,0.804475,0.766314,0.861811,0.790440
0.620,0.787414,0.813500,0.771316,0.813397,0.779099,0.876860,0.800507
0.625,0.800965,0.820811,0.781285,0.821634,0.791018,0.891091,0.809807
0.630,0.814576,0.827571,0.790626,0.829221,0.802030,0.904556,0.818347
0.635,0.826770,0.833804,0.799345,0.836197,0.816351,0.917270,0.826145
0.640,0.837630,0.839536,0.807457,0.842606,0.829365,0.929203,0.833229
0.645,0.847319,0.844794,0.819268,0.848495,0.840621,0.940296,0.839638
0.650,0.856082,0.849607,0.830075,0.853916,0.850358,0.950467,0.846348
0.655,0.864221,0.854010,0.839760,0.858919,0.858905,0.959636,0.854664
0.660,0.872076,0.858035,0.848431,0.863559,0.866655,0.967739,0.862292
0.665,0.879980,0.861722,0.856279,0.867889,0.874032,0.974743,0.869561
0.670,0.888230,0.865109,0.863570,0.871960,0.881444,0.980652,0.876823
0.675,0.897032,0.871001,0.870632,0.875826,0.889245,0.985512,0.884412
0.680,0.906481,0.877230,0.877815,0.879534,0.897683,0.989404,0.892592
0.685,0.916532,0.883965,0.885451,0.886207,0.906874,0.992438,0.901524
0.690,0.927012,0.891485,0.893803,0.894840,0.916778,0.994736,0.911228
0.695,0.937637,0.899969,0.903011,0.904303,0.927206,0.996428,0.921577
0.700,0.948059,0.909445,0.913063,0.914556,0.937854,0.997638,0.932309
0.705,0.957918,0.919781,0.923784,0.925405,0.948342,0.998479,0.943064
0.710,0.966894,0.930684,0.934855,0.936519,0.958281,0.999047,0.953442
0.715,0.974751,0.941748,0.945864,0.947485,0.967325,0.999418,0.963063
0.720,0.981355,0.952510,0.956369,0.957870,0.975221,0.999655,0.971619
0.725,0.986685,0.962525,0.965968,0.967291,0.981830,0.999801,0.978911
0.730,0.990813,0.971431,0.974356,0.975468,0.987132,0.999888,0.984866
0.735,0.993881,0.978993,0.981362,0.982253,0.991206,0.999939,0.989522
0.740,0.996069,0.985123,0.986952,0.987632,0.994207,0.999968,0.993008
0.745,0.997565,0.989865,0.991211,0.991706,0.996324,0.999983,0.995507
0.750,0.998547,0.993365,0.994309,0.994653,0.997754,0.999992,0.997221
