Vf,composite,P2020,P2016,S2020,S2018,G2018,AG2018
0.390,0.176439,0.199803,0.209795,0.188744,0.118271,0.155886,0.171100
0.395,0.186166,0.210955,0.219111,0.198806,0.129931,0.164914,0.179536
0.400,0.195988,0.222269,0.228209,0.208950,0.141576,0.173988,0.188116
0.405,0.205872,0.233682,0.237060,0.219125,0.153200,0.183128,0.196761
0.410,0.215775,0.245131,0.245671,0.229281,0.164817,0.192325,0.205378
0.415,0.225657,0.256566,0.254085,0.239387,0.176458,0.201552,0.213880
0.420,0.235492,0.267954,0.262371,0.249430,0.188161,0.210777,0.222198
0.425,0.245275,0.279273,0.270616,0.259423,0.199963,0.219971,0.230296
0.430,0.255025,0.290517,0.278910,0.269398,0.211903,0.229128,0.238174
0.435,0.264783,0.301684,0.287338,0.279401,0.224016,0.238263,0.245874
0.440,0.274606,0.312776,0.295966,0.289483,0.236338,0.247428,0.253474
0.445,0.284562,0.323791,0.304838,0.299694,0.248907,0.256701,0.261082
0.450,0.294717,0.334726,0.313972,0.310072,0.261765,0.266193,0.268825
0.455,0.305132,0.345569,0.323363,0.320644,0.274958,0.276027,0.276838
0.460,0.315852,0.356305,0.332988,0.331420,0.288537,0.286341,0.285255
0.465,0.326906,0.366919,0.342809,0.342393,0.302553,0.297269,0.294198
0.470,0.338306,0.377392,0.352781,0.353548,0.317056,0.308931,0.303771
0.475,0.350047,0.387710,0.362860,0.364858,0.332088,0.321430,0.314054
0.480,0.362111,0.397861,0.373006,0.376296,0.347682,0.334838,0.325102
0.485,0.374472,0.407840,0.383186,0.387833,0.363855,0.349199,0.336943
0.490,0.387098,0.417644,0.393380,0.399446,0.380609,0.364520,0.349583
0.495,0.399960,0.427277,0.403577,0.411119,0.397929,0.380776,0.363004
0.500,0.413029,0.436747,0.413777,0.422843,0.415784,0.397909,0.377170
0.505,0.426283,0.446067,0.423988,0.434617,0.434127,0.415835,0.392029
0.510,0.439706,0.455257,0.434497,0.446449,0.452900,0.434443,0.407519
0.515,0.453288,0.464341,0.445967,0.458350,0.472035,0.453603,0.423567
0.520,0.467023,0.473350,0.458108,0.470337,0.491455,0.473172,0.440092
0.525,0.480908,0.482323,0.470995,0.482430,0.511082,0.492995,0.459261
0.530,0.494939,0.491304,0.484701,0.495350,0.530833,0.512914,0.479592
0.535,0.509114,0.500346,0.499286,0.510381,0.550627,0.532769,0.500686
0.540,0.523424,0.511216,0.514796,0.526312,0.570384,0.552406,0.522401
0.545,0.537986,0.523674,0.531256,0.543161,0.590027,0.571680,0.544589
0.550,0.556275,0.537309,0.548662,0.560919,0.609485,0.590456,0.567096
0.555,0.575278,0.552224,0.566981,0.579547,0.628691,0.608617,0.589784
0.560,0.594902,0.568475,0.586150,0.598979,0.647587,0.626573,0.612531
0.565,0.615036,0.586058,0.606078,0.619121,0.666120,0.646956,0.635246
0.570,0.635561,0.604905,0.626650,0.639857,0.684247,0.666719,0.657867
0.575,0.656355,0.624881,0.647736,0.661056,0.701934,0.685877,0.680365
0.580,0.677301,0.645792,0.669199,0.682579,0.719153,0.704495,0.702734
0.585,0.698299,0.667394,0.690898,0.704284,0.735887,0.722682,0.724981
0.590,0.719258,0.689412,0.712701,0.726035,0.752125,0.740575,0.747108
0.595,0.740105,0.711561,0.734481,0.747702,0.767860,0.758316,0.769099
0.600,0.760779,0.733569,0.756125,0.769164,0.783094,0.776030,0.790902
0.605,0.781220,0.755192,0.777523,0.790304,0.797826,0.793808,0.812421
0.610,0.801366,0.776238,0.798570,0.811010,0.812061,0.811683,0.833512
0.615,0.821141,0.796567,0.819156,0.831163,0.825800,0.829623,0.853985
0.620,0.840447,0.816095,0.839161,0.850639,0.839044,0.847523,0.873618
0.625,0.859163,0.834782,0.858451,0.869300,0.852061,0.865215,0.892174
0.630,0.877144,0.852619,0.876880,0.887003,0.871570,0.882479,0.909423
0.635,0.894224,0.869608,0.894288,0.903599,0.890174,0.899062,0.925166
0.640,0.910233,0.885745,0.910519,0.918946,0.907603,0.914707,0.939251
0.645,0.925005,0.901001,0.925422,0.932916,0.923614,0.929175,0.951589
0.650,0.938399,0.915322,0.938875,0.945414,0.938012,0.942269,0.962159
0.655,0.950311,0.928630,0.950792,0.956382,0.950671,0.953851,0.971009
0.660,0.960683,0.940828,0.961134,0.965809,0.961541,0.963855,0.978245
0.665,0.969514,0.951824,0.969914,0.973736,0.970647,0.972286,0.984020
0.670,0.976859,0.961543,0.977196,0.980248,0.978085,0.979212,0.988516
0.675,0.982818,0.969945,0.983092,0.985468,0.984005,0.984757,0.991930
0.680,0.987532,0.977034,0.987745,0.989550,0.988595,0.989080,0.994457
0.685,0.991164,0.982861,0.991325,0.992659,0.992060,0.992362,0.996280
0.690,0.993888,0.987522,0.994005,0.994966,0.994604,0.994785,0.997562
0.695,0.995876,0.991144,0.995959,0.996632,0.996423,0.996527,0.998439
0.700,0.997287,0.993879,0.997344,0.997803,0.997688,0.997745,0.999025
0.705,0.998260,0.995882,0.998299,0.998603,0.998543,0.998572,0.999406
0.710,0.998914,0.997305,0.998938,0.999134,0.999105,0.999119,0.999646
0.715,0.999339,0.998285,0.999355,0.999478,0.999465,0.999471,0.999795
0.720,0.999609,0.998940,0.999618,0.999693,0.999688,0.999690,0.999884
0.725,0.999775,0.999363,0.999780,0.999824,0.999823,0.999824,0.999936
0.730,0.999874,0.999629,0.999877,0.999902,0.999902,0.999902,0.999966
0.735,0.999931,0.999790,0.999933,0.999947,0.999947,0.999947,0.999982
0.740,0.999963,0.999884,0.999964,0.999972,0.999972,0.999972,0.999991
0.745,0.999981,0.999938,0.999982,0.999986,0.999986,0.999986,0.999995
0.750,0.999991,0.999968,0.999991,0.999993,0.999993,0.999993,0.999998
