Vf,composite,P2020,P2016,S2020,S2016,G2020,AG2020
0.495,0.484165,0.478912,0.482543,0.482366,0.482405,0.484070,0.485055
0.500,0.497270,0.491189,0.494829,0.495952,0.498415,0.498324,0.498173
0.505,0.510802,0.503901,0.507605,0.509990,0.514808,0.512365,0.511329
0.510,0.524786,0.517086,0.520910,0.524505,0.531547,0.526221,0.524913
0.515,0.539234,0.530771,0.534766,0.539506,0.548585,0.539919,0.538922
0.520,0.554138,0.544969,0.549183,0.554984,0.565866,0.553475,0.553357
0.525,0.569477,0.559674,0.564155,0.570915,0.583331,0.567555,0.568202
0.530,0.585213,0.574869,0.579660,0.587258,0.600920,0.582741,0.583429
0.535,0.601301,0.590518,0.595664,0.603962,0.618581,0.598241,0.598999
0.540,0.617687,0.606577,0.612120,0.620966,0.636268,0.613991,0.614870
0.545,0.634315,0.622992,0.628972,0.638207,0.653948,0.629923,0.630996
0.550,0.651130,0.639705,0.646157,0.655619,0.671601,0.645969,0.647338
0.555,0.668083,0.656658,0.663608,0.673140,0.689219,0.662068,0.663864
0.560,0.685133,0.673794,0.681257,0.690714,0.706805,0.678170,0.680551
0.565,0.702247,0.691064,0.699039,0.708296,0.724369,0.694237,0.697385
0.570,0.719402,0.708424,0.716891,0.725845,0.741924,0.710251,0.714362
0.575,0.736580,0.725838,0.734759,0.743332,0.759481,0.726208,0.731479
0.580,0.753770,0.743274,0.752595,0.760734,0.777039,0.742117,0.748733
0.585,0.770959,0.760706,0.770357,0.778032,0.794582,0.757999,0.766114
0.590,0.788130,0.778107,0.788004,0.795203,0.812073,0.773879,0.783599
0.595,0.805254,0.795445,0.805497,0.812219,0.829446,0.789775,0.801144
0.600,0.822284,0.812676,0.822787,0.829038,0.846605,0.805699,0.818680
0.605,0.839152,0.829743,0.839811,0.845600,0.863426,0.821637,0.836110
0.610,0.855762,0.846568,0.856490,0.861821,0.879759,0.837552,0.853308
0.615,0.871993,0.863048,0.872720,0.877596,0.895435,0.853374,0.870120
0.620,0.887701,0.879061,0.888378,0.892798,0.910281,0.868999,0.886374
0.625,0.902726,0.894463,0.903323,0.907285,0.924128,0.884288,0.901885
0.630,0.916903,0.909099,0.917406,0.920909,0.936827,0.899081,0.916472
0.635,0.930073,0.922815,0.930481,0.933530,0.948263,0.913199,0.929967
0.640,0.942098,0.935465,0.942419,0.945026,0.958362,0.926464,0.942230
0.645,0.952872,0.946928,0.953119,0.955304,0.967097,0.938710,0.953163
0.650,0.962334,0.957118,0.962520,0.964314,0.974492,0.949800,0.962714
0.655,0.970466,0.965993,0.970605,0.972045,0.980614,0.959638,0.970879
0.660,0.977301,0.973555,0.977404,0.978534,0.985565,0.968176,0.977705
0.665,0.982914,0.979852,0.982990,0.983855,0.989477,0.975415,0.983281
0.670,0.987412,0.984974,0.987469,0.988115,0.992493,0.981408,0.987728
0.675,0.990930,0.989038,0.990972,0.991442,0.994761,0.986248,0.991189
0.680,0.993611,0.992183,0.993643,0.993976,0.996426,0.990058,0.993815
0.685,0.995604,0.994554,0.995628,0.995858,0.997617,0.992979,0.995758
0.690,0.997046,0.996296,0.997064,0.997219,0.998448,0.995160,0.997159
0.695,0.998063,0.997541,0.998075,0.998177,0.999013,0.996745,0.998142
0.700,0.998761,0.998408,0.998769,0.998834,0.999387,0.997865,0.998815
0.705,0.999227,0.998995,0.999233,0.999273,0.999628,0.998635,0.999262
0.710,0.999529,0.999382,0.999534,0.999558,0.999780,0.999150,0.999552
0.715,0.999721,0.999629,0.999724,0.999738,0.999873,0.999484,0.999735
0.720,0.999839,0.999783,0.999840,0.999849,0.999929,0.999695,0.999847
0.725,0.999909,0.999877,0.999910,0.999915,0.999961,0.999825,0.999914
0.730,0.999950,0.999932,0.999951,0.999953,0.999979,0.999902,0.999953
0.735,0.999973,0.999963,0.999974,0.999975,0.999989,0.999947,0.999975
0.740,0.999986,0.999981,0.999986,0.999987,0.999994,0.999972,0.999987
0.745,0.999993,0.999990,0.999993,0.999993,0.999997,0.999985,0.999993
0.750,0.999997,0.999995,0.999997,0.999997,0.999999,0.999993,0.999997
