Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2018,Vf,G2018,Vf,AG2018
0.470,0.277751,0.470,0.287465,0.470,0.276624,0.470,0.284213,0.470,0.274439,0.470,0.266877,0.470,0.287605
0.475,0.298257,0.475,0.309689,0.475,0.296871,0.475,0.306281,0.475,0.293807,0.475,0.287972,0.475,0.311832
0.480,0.320394,0.480,0.333509,0.480,0.318696,0.480,0.330022,0.480,0.314837,0.480,0.311322,0.480,0.337710
0.485,0.344191,0.485,0.358930,0.485,0.342126,0.485,0.355446,0.485,0.337586,0.485,0.336982,0.485,0.365194
0.490,0.369641,0.490,0.385915,0.490,0.367152,0.490,0.382519,0.490,0.362073,0.490,0.364948,0.490,0.394189
0.495,0.396690,0.495,0.414379,0.495,0.393720,0.495,0.411156,0.495,0.388262,0.495,0.395151,0.495,0.424556
0.500,0.425236,0.500,0.444190,0.500,0.421734,0.500,0.441220,0.500,0.416059,0.500,0.427448,0.500,0.456107
0.505,0.455122,0.505,0.475164,0.505,0.451043,0.505,0.472519,0.505,0.445307,0.505,0.461623,0.505,0.488611
0.510,0.486141,0.510,0.507075,0.510,0.481454,0.510,0.504816,0.510,0.475790,0.510,0.497384,0.510,0.521799
0.515,0.518041,0.515,0.539656,0.515,0.512725,0.515,0.537829,0.515,0.507240,0.515,0.534371,0.515,0.555374
0.520,0.550530,0.520,0.572611,0.520,0.544584,0.520,0.571243,0.520,0.539342,0.520,0.572167,0.520,0.589015
0.525,0.583290,0.525,0.605624,0.525,0.576728,0.525,0.604723,0.525,0.571755,0.525,0.610308,0.525,0.622394
0.530,0.615988,0.530,0.638370,0.530,0.608845,0.530,0.637926,0.530,0.604119,0.530,0.648306,0.530,0.655187
0.535,0.648290,0.535,0.670532,0.535,0.640617,0.535,0.670515,0.535,0.636078,0.535,0.685664,0.535,0.687085
0.540,0.679874,0.540,0.701807,0.540,0.671739,0.540,0.702170,0.540,0.667290,0.540,0.721897,0.540,0.717803
0.545,0.710440,0.545,0.731917,0.545,0.701926,0.545,0.732601,0.545,0.697447,0.545,0.756557,0.545,0.747095
0.550,0.739723,0.550,0.760621,0.550,0.730927,0.550,0.761559,0.550,0.726280,0.550,0.789245,0.550,0.774757
0.555,0.767500,0.555,0.787719,0.555,0.758524,0.555,0.788837,0.555,0.753570,0.555,0.819633,0.555,0.800629
0.560,0.793594,0.560,0.813054,0.560,0.784546,0.560,0.814279,0.560,0.779155,0.560,0.847471,0.560,0.824605
0.565,0.817877,0.565,0.836516,0.565,0.808865,0.565,0.837781,0.565,0.802928,0.565,0.872593,0.565,0.846623
0.570,0.840271,0.570,0.858042,0.570,0.831398,0.570,0.859283,0.570,0.824833,0.570,0.894923,0.570,0.866669
0.575,0.860740,0.575,0.877610,0.575,0.852104,0.575,0.878776,0.575,0.844866,0.575,0.914465,0.575,0.884769
0.580,0.879295,0.580,0.895237,0.580,0.870981,0.580,0.896288,0.580,0.863065,0.580,0.931303,0.580,0.900980
0.585,0.895978,0.585,0.910974,0.585,0.888062,0.585,0.911881,0.585,0.879499,0.585,0.945581,0.585,0.915392
0.590,0.910863,0.590,0.924899,0.590,0.903405,0.590,0.925647,0.590,0.894265,0.590,0.957494,0.590,0.928110
0.595,0.924047,0.595,0.937115,0.595,0.917092,0.595,0.937697,0.595,0.907478,0.595,0.967274,0.595,0.939258
0.600,0.935642,0.600,0.947737,0.600,0.929221,0.600,0.948159,0.600,0.919260,0.600,0.975171,0.600,0.948964
0.605,0.945771,0.605,0.956895,0.605,0.939902,0.605,0.957168,0.605,0.929738,0.605,0.981442,0.605,0.957362
0.610,0.954562,0.610,0.964721,0.610,0.949249,0.610,0.964864,0.610,0.939035,0.610,0.986338,0.610,0.964583
0.615,0.962615,0.615,0.971353,0.615,0.957379,0.615,0.971385,0.615,0.947268,0.615,0.990096,0.615,0.970755
0.620,0.970833,0.620,0.976923,0.620,0.964410,0.620,0.976866,0.620,0.954547,0.620,0.992932,0.620,0.975997
0.625,0.977583,0.625,0.981561,0.625,0.970454,0.625,0.981438,0.625,0.960971,0.625,0.995036,0.625,0.980424
0.630,0.983037,0.630,0.985388,0.630,0.975619,0.630,0.985219,0.630,0.968723,0.630,0.996569,0.630,0.984138
0.635,0.987371,0.635,0.988519,0.635,0.980006,0.635,0.988322,0.635,0.975390,0.635,0.997666,0.635,0.987235
0.640,0.990754,0.640,0.991056,0.640,0.983709,0.640,0.990847,0.640,0.980957,0.640,0.998439,0.640,0.989799
0.645,0.993347,0.645,0.993093,0.645,0.986815,0.645,0.992884,0.645,0.985523,0.645,0.998973,0.645,0.991909
0.650,0.995298,0.650,0.994714,0.650,0.990057,0.650,0.994514,0.650,0.989196,0.650,0.999335,0.650,0.993631
0.655,0.996737,0.655,0.995991,0.655,0.992831,0.655,0.995806,0.655,0.992090,0.655,0.999577,0.655,0.995026
0.660,0.997777,0.660,0.996988,0.660,0.994931,0.660,0.996822,0.660,0.994323,0.660,0.999735,0.660,0.996148
0.665,0.998515,0.665,0.997758,0.665,0.996485,0.665,0.997613,0.665,0.996007,0.665,0.999837,0.665,0.997042
0.670,0.999027,0.670,0.998347,0.670,0.997612,0.670,0.998344,0.670,0.997250,0.670,0.999902,0.670,0.997748
0.675,0.999375,0.675,0.998897,0.675,0.998411,0.675,0.998919,0.675,0.998146,0.675,0.999942,0.675,0.998301
0.680,0.999606,0.680,0.999297,0.680,0.998965,0.680,0.999308,0.680,0.998777,0.680,0.999966,0.680,0.998730
0.685,0.999757,0.685,0.999562,0.685,0.999340,0.685,0.999567,0.685,0.999211,0.685,0.999980,0.685,0.999060
0.690,0.999853,0.690,0.999732,0.690,0.999588,0.690,0.999734,0.690,0.999502,0.690,0.999989,0.690,0.999311
0.695,0.999913,0.695,0.999840,0.695,0.999749,0.695,0.999840,0.695,0.999693,0.695,0.999994,0.695,0.999500
0.700,0.999950,0.700,0.999906,0.700,0.999850,0.700,0.999906,0.700,0.999815,0.700,0.999997,0.700,0.999645
0.705,0.999971,0.705,0.999946,0.705,0.999912,0.705,0.999946,0.705,0.999891,0.705,0.999998,0.705,0.999787
0.710,0.999984,0.710,0.999970,0.710,0.999950,0.710,0.999970,0.710,0.999937,0.710,0.999999,0.710,0.999875
0.715,0.999991,0.715,0.999984,0.715,0.999972,0.715,0.999983,0.715,0.999965,0.715,1.000000,0.715,0.999928
0.720,0.999995,0.720,0.999991,0.720,0.999985,0.720,0.999991,0.720,0.999981,0.720,1.000000,0.720,0.999960
0.725,0.999998,0.725,0.999995,0.725,0.999992,0.725,0.999995,0.725,0.999990,0.725,1.000000,0.725,0.999978
0.730,0.999999,0.730,0.999998,0.730,0.999996,0.730,0.999998,0.730,0.999995,0.730,1.000000,0.730,0.999988
0.735,0.999999,0.735,0.999999,0.735,0.999998,0.735,0.999999,0.735,0.999997,0.735,1.000000,0.735,0.999994
0.740,1.000000,0.740,0.999999,0.740,0.999999,0.740,0.999999,0.740,0.999999,0.740,1.000000,0.740,0.999997
0.745,1.000000,0.745,1.000000,0.745,0.999999,0.745,1.000000,0.745,0.999999,0.745,1.000000,0.745,0.999999
0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,0.999999
