Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2016,Vf,G2018,Vf,AG2018
0.430,0.115597,0.430,0.164093,0.430,0.113751,0.430,0.153320,0.430,0.059308,0.430,0.120975,0.430,0.085257
0.435,0.134262,0.435,0.184886,0.435,0.132256,0.435,0.173344,0.435,0.073563,0.435,0.142198,0.435,0.102078
0.440,0.154641,0.440,0.206828,0.440,0.152506,0.440,0.194555,0.440,0.090287,0.440,0.163459,0.440,0.121050
0.445,0.176680,0.445,0.229797,0.445,0.174466,0.445,0.216845,0.445,0.109671,0.445,0.184739,0.445,0.142214
0.450,0.200303,0.450,0.253658,0.450,0.198074,0.450,0.240101,0.450,0.131868,0.450,0.207470,0.450,0.165571
0.455,0.225410,0.455,0.278272,0.455,0.223250,0.455,0.264203,0.455,0.156979,0.455,0.231569,0.455,0.191084
0.460,0.251886,0.460,0.303503,0.460,0.249897,0.460,0.289037,0.460,0.185050,0.460,0.256931,0.460,0.218678
0.465,0.279603,0.465,0.329215,0.465,0.277906,0.465,0.314492,0.465,0.216054,0.465,0.283443,0.465,0.248241
0.470,0.308432,0.470,0.355289,0.470,0.307159,0.470,0.340473,0.470,0.249890,0.470,0.310981,0.470,0.279630
0.475,0.338244,0.475,0.381615,0.475,0.337536,0.475,0.366896,0.475,0.286381,0.475,0.339423,0.475,0.312673
0.480,0.368915,0.480,0.408107,0.480,0.368912,0.480,0.393695,0.480,0.325265,0.480,0.368649,0.480,0.347175
0.485,0.400330,0.485,0.434693,0.485,0.401165,0.485,0.420822,0.485,0.366208,0.485,0.398550,0.485,0.382920
0.490,0.432378,0.490,0.461325,0.490,0.434166,0.490,0.448243,0.490,0.408805,0.490,0.429027,0.490,0.419679
0.495,0.464956,0.495,0.487972,0.495,0.467786,0.495,0.475935,0.495,0.452591,0.495,0.459993,0.495,0.457204
0.500,0.497959,0.500,0.514619,0.500,0.501884,0.500,0.503882,0.500,0.497059,0.500,0.491368,0.500,0.495237
0.505,0.531273,0.505,0.541261,0.505,0.536306,0.505,0.532070,0.505,0.541671,0.505,0.523074,0.505,0.533505
0.510,0.564773,0.510,0.567898,0.510,0.570878,0.510,0.560477,0.510,0.585880,0.510,0.555024,0.510,0.571724
0.515,0.598311,0.515,0.594530,0.515,0.605406,0.515,0.589066,0.515,0.629151,0.515,0.587122,0.515,0.609596
0.520,0.631713,0.520,0.621146,0.520,0.639671,0.520,0.617778,0.520,0.670975,0.520,0.619242,0.520,0.646818
0.525,0.664775,0.525,0.647719,0.525,0.673430,0.525,0.646530,0.525,0.710891,0.525,0.651232,0.525,0.683079
0.530,0.697267,0.530,0.674201,0.530,0.706424,0.530,0.675203,0.530,0.748498,0.530,0.682906,0.530,0.718073
0.535,0.728937,0.535,0.700515,0.535,0.738381,0.535,0.703648,0.535,0.783473,0.535,0.714044,0.535,0.751506
0.540,0.759516,0.540,0.726555,0.540,0.769026,0.540,0.731684,0.540,0.815572,0.540,0.744400,0.540,0.783103
0.545,0.788735,0.545,0.752185,0.545,0.798097,0.545,0.759102,0.545,0.844640,0.545,0.773710,0.545,0.812625
0.550,0.816338,0.550,0.777240,0.550,0.825354,0.550,0.785676,0.550,0.870609,0.550,0.801703,0.550,0.839874
0.555,0.842093,0.555,0.801537,0.555,0.850596,0.555,0.811173,0.555,0.893491,0.555,0.828121,0.555,0.864705
0.560,0.865809,0.560,0.824878,0.560,0.873663,0.560,0.835364,0.560,0.913373,0.560,0.852731,0.560,0.887031
0.565,0.887344,0.565,0.847064,0.565,0.894456,0.565,0.858037,0.565,0.930406,0.565,0.875342,0.565,0.906827
0.570,0.906617,0.570,0.867906,0.570,0.912929,0.570,0.879011,0.570,0.944789,0.570,0.895814,0.570,0.924126
0.575,0.923605,0.575,0.887237,0.575,0.929099,0.575,0.898145,0.575,0.956760,0.575,0.914068,0.575,0.939021
0.580,0.938347,0.580,0.904922,0.580,0.943038,0.580,0.915347,0.580,0.966578,0.580,0.930088,0.580,0.951650
0.585,0.950937,0.585,0.920867,0.585,0.954865,0.585,0.930579,0.585,0.974509,0.585,0.943920,0.585,0.962192
0.590,0.961512,0.590,0.935025,0.590,0.964740,0.590,0.943854,0.590,0.980822,0.590,0.955664,0.590,0.970853
0.595,0.970249,0.595,0.947398,0.595,0.972852,0.595,0.955237,0.595,0.985770,0.595,0.965467,0.595,0.977853
0.600,0.977346,0.600,0.958033,0.600,0.979406,0.600,0.964835,0.600,0.989589,0.600,0.973509,0.600,0.983419
0.605,0.983011,0.605,0.967019,0.605,0.984611,0.605,0.972791,0.605,0.992491,0.605,0.979991,0.605,0.987771
0.610,0.987457,0.610,0.974481,0.610,0.988677,0.610,0.979272,0.610,0.994662,0.610,0.985124,0.610,0.991117
0.615,0.990884,0.615,0.980567,0.615,0.991797,0.615,0.984457,0.615,0.996260,0.615,0.989115,0.615,0.993647
0.620,0.993480,0.620,0.985441,0.620,0.994150,0.620,0.988533,0.620,0.997419,0.620,0.992164,0.620,0.995526
0.625,0.995412,0.625,0.989273,0.625,0.995895,0.625,0.991678,0.625,0.998245,0.625,0.994451,0.625,0.996900
0.630,0.996823,0.630,0.992229,0.630,0.997166,0.630,0.994061,0.630,0.998825,0.630,0.996136,0.630,0.997885
0.635,0.997837,0.635,0.994467,0.635,0.998075,0.635,0.995833,0.635,0.999225,0.635,0.997353,0.635,0.998581
0.640,0.998551,0.640,0.996129,0.640,0.998714,0.640,0.997126,0.640,0.999496,0.640,0.998218,0.640,0.999063
0.645,0.999046,0.645,0.997340,0.645,0.999155,0.645,0.998052,0.645,0.999678,0.645,0.998820,0.645,0.999391
0.650,0.999382,0.650,0.998204,0.650,0.999454,0.650,0.998703,0.650,0.999797,0.650,0.999232,0.650,0.999611
0.655,0.999607,0.655,0.998810,0.655,0.999653,0.655,0.999152,0.655,0.999874,0.655,0.999509,0.655,0.999755
0.660,0.999754,0.660,0.999225,0.660,0.999783,0.660,0.999455,0.660,0.999923,0.660,0.999691,0.660,0.999849
0.665,0.999849,0.665,0.999505,0.665,0.999867,0.665,0.999656,0.665,0.999954,0.665,0.999809,0.665,0.999908
0.670,0.999909,0.670,0.999690,0.670,0.999920,0.670,0.999787,0.670,0.999973,0.670,0.999884,0.670,0.999945
0.675,0.999946,0.675,0.999809,0.675,0.999952,0.675,0.999870,0.675,0.999984,0.675,0.999931,0.675,0.999968
0.680,0.999968,0.680,0.999885,0.680,0.999972,0.680,0.999923,0.680,0.999991,0.680,0.999960,0.680,0.999981
0.685,0.999982,0.685,0.999932,0.685,0.999984,0.685,0.999955,0.685,0.999995,0.685,0.999977,0.685,0.999989
0.690,0.999990,0.690,0.999960,0.690,0.999991,0.690,0.999974,0.690,0.999997,0.690,0.999987,0.690,0.999994
0.695,0.999994,0.695,0.999977,0.695,0.999995,0.695,0.999985,0.695,0.999998,0.695,0.999993,0.695,0.999997
0.700,0.999997,0.700,0.999987,0.700,0.999997,0.700,0.999992,0.700,0.999999,0.700,0.999996,0.700,0.999998
0.705,0.999998,0.705,0.999993,0.705,0.999999,0.705,0.999996,0.705,1.000000,0.705,0.999998,0.705,0.999999
0.710,0.999999,0.710,0.999996,0.710,0.999999,0.710,0.999998,0.710,1.000000,0.710,0.999999,0.710,1.000000
0.715,1.000000,0.715,0.999998,0.715,1.000000,0.715,0.999999,0.715,1.000000,0.715,0.999999,0.715,1.000000
0.720,1.000000,0.720,0.999999,0.720,1.000000,0.720,0.999999,0.720,1.000000,0.720,1.000000,0.720,1.000000
0.725,1.000000,0.725,0.999999,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000,0.725,1.000000
0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000,0.730,1.000000
0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000,0.735,1.000000
0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000
0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000
0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000
