Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2017,Vf,G2018,Vf,AG2018
0.500,0.356173,0.500,0.384824,0.500,0.347456,0.500,0.388968,0.500,0.332513,0.500,0.338923,0.500,0.341685
0.505,0.388384,0.505,0.418510,0.505,0.378748,0.505,0.422071,0.505,0.359581,0.505,0.369598,0.505,0.372743
0.510,0.422320,0.510,0.453477,0.510,0.411876,0.510,0.456366,0.510,0.389191,0.510,0.402224,0.510,0.405732
0.515,0.457518,0.515,0.489213,0.515,0.446427,0.515,0.491372,0.515,0.422235,0.515,0.436415,0.515,0.440247
0.520,0.493462,0.520,0.525176,0.520,0.481931,0.520,0.526579,0.520,0.456462,0.520,0.471730,0.520,0.475823
0.525,0.529607,0.525,0.560817,0.525,0.517887,0.525,0.561474,0.525,0.491392,0.525,0.507684,0.525,0.511956
0.530,0.565404,0.530,0.595613,0.530,0.553785,0.530,0.595563,0.530,0.526510,0.530,0.543782,0.530,0.548129
0.535,0.600335,0.535,0.629095,0.535,0.589133,0.535,0.628402,0.535,0.561292,0.535,0.579538,0.535,0.583838
0.540,0.633935,0.540,0.660866,0.540,0.623487,0.540,0.659613,0.540,0.595228,0.540,0.614501,0.540,0.618624
0.545,0.665822,0.545,0.690628,0.545,0.656471,0.545,0.688905,0.545,0.627845,0.545,0.648283,0.545,0.652091
0.550,0.695710,0.550,0.718186,0.550,0.687792,0.550,0.716089,0.550,0.658730,0.550,0.680567,0.550,0.683927
0.555,0.723426,0.555,0.743461,0.555,0.717253,0.555,0.741078,0.555,0.687546,0.555,0.711127,0.555,0.713915
0.560,0.748905,0.560,0.766480,0.560,0.744751,0.560,0.763887,0.560,0.714049,0.560,0.739822,0.560,0.741935
0.565,0.772191,0.565,0.787364,0.565,0.770271,0.565,0.784626,0.565,0.738099,0.565,0.766595,0.565,0.767956
0.570,0.793414,0.570,0.806313,0.570,0.793874,0.570,0.803478,0.570,0.759656,0.570,0.791460,0.570,0.792023
0.575,0.812777,0.575,0.823579,0.575,0.815671,0.575,0.820681,0.575,0.778788,0.575,0.814485,0.575,0.814241
0.580,0.830519,0.580,0.839438,0.580,0.835807,0.580,0.836502,0.580,0.795655,0.580,0.835767,0.580,0.834747
0.585,0.846897,0.585,0.854163,0.585,0.854432,0.585,0.851207,0.585,0.810504,0.585,0.855420,0.585,0.853688
0.590,0.862152,0.590,0.867999,0.590,0.871688,0.590,0.865039,0.590,0.823644,0.590,0.873551,0.590,0.871207
0.595,0.876489,0.595,0.881143,0.595,0.887689,0.595,0.878197,0.595,0.835429,0.595,0.890251,0.595,0.887417
0.600,0.890057,0.600,0.893728,0.600,0.902513,0.600,0.890820,0.600,0.846229,0.600,0.905586,0.600,0.902403
0.605,0.902948,0.605,0.905822,0.605,0.916204,0.605,0.902979,0.605,0.856406,0.605,0.919598,0.605,0.916213
0.610,0.915190,0.610,0.917427,0.610,0.928774,0.610,0.914683,0.610,0.866286,0.610,0.932309,0.610,0.928865
0.615,0.926759,0.615,0.928494,0.615,0.940215,0.615,0.925884,0.615,0.876131,0.615,0.943730,0.615,0.940357
0.620,0.937593,0.620,0.938934,0.620,0.950511,0.620,0.936495,0.620,0.886123,0.620,0.953870,0.620,0.950679
0.625,0.947609,0.625,0.948644,0.625,0.959646,0.625,0.946408,0.625,0.896349,0.625,0.962748,0.625,0.959822
0.630,0.956723,0.630,0.957521,0.630,0.967623,0.630,0.955512,0.630,0.906803,0.630,0.970396,0.630,0.967793
0.635,0.964865,0.635,0.965478,0.635,0.974465,0.635,0.963713,0.635,0.917389,0.635,0.976870,0.635,0.974620
0.640,0.971993,0.640,0.972463,0.640,0.980220,0.640,0.970947,0.640,0.927943,0.640,0.982248,0.640,0.980356
0.645,0.978100,0.645,0.978457,0.645,0.984964,0.645,0.977186,0.645,0.938252,0.645,0.986626,0.645,0.985078
0.650,0.983213,0.650,0.983483,0.650,0.988790,0.650,0.982442,0.650,0.948091,0.650,0.990116,0.650,0.988882
0.655,0.987395,0.655,0.987597,0.655,0.991808,0.655,0.986766,0.655,0.957245,0.655,0.992838,0.655,0.991881
0.660,0.990734,0.660,0.990883,0.660,0.994135,0.660,0.990235,0.660,0.965533,0.660,0.994915,0.660,0.994191
0.665,0.993335,0.665,0.993443,0.665,0.995889,0.665,0.992951,0.665,0.972831,0.665,0.996464,0.665,0.995930
0.670,0.995310,0.670,0.995387,0.670,0.997179,0.670,0.995023,0.670,0.979077,0.670,0.997592,0.670,0.997209
0.675,0.996774,0.675,0.996827,0.675,0.998106,0.675,0.996565,0.675,0.984269,0.675,0.998395,0.675,0.998127
0.680,0.997830,0.680,0.997867,0.680,0.998756,0.680,0.997683,0.680,0.988460,0.680,0.998953,0.680,0.998770
0.685,0.998574,0.685,0.998599,0.685,0.999201,0.685,0.998473,0.685,0.991745,0.685,0.999332,0.685,0.999211
0.690,0.999085,0.690,0.999101,0.690,0.999498,0.690,0.999017,0.690,0.994244,0.690,0.999583,0.690,0.999504
0.695,0.999426,0.695,0.999437,0.695,0.999692,0.695,0.999382,0.695,0.996090,0.695,0.999746,0.695,0.999696
0.700,0.999649,0.700,0.999655,0.700,0.999815,0.700,0.999621,0.700,0.997413,0.700,0.999848,0.700,0.999818
0.705,0.999790,0.705,0.999794,0.705,0.999892,0.705,0.999773,0.705,0.998334,0.705,0.999912,0.705,0.999893
0.710,0.999878,0.710,0.999880,0.710,0.999938,0.710,0.999867,0.710,0.998955,0.710,0.999950,0.710,0.999939
0.715,0.999930,0.715,0.999932,0.715,0.999965,0.715,0.999924,0.715,0.999363,0.715,0.999972,0.715,0.999966
0.720,0.999961,0.720,0.999962,0.720,0.999981,0.720,0.999958,0.720,0.999622,0.720,0.999985,0.720,0.999981
0.725,0.999979,0.725,0.999979,0.725,0.999990,0.725,0.999977,0.725,0.999782,0.725,0.999992,0.725,0.999990
0.730,0.999989,0.730,0.999989,0.730,0.999995,0.730,0.999988,0.730,0.999877,0.730,0.999996,0.730,0.999995
0.735,0.999994,0.735,0.999994,0.735,0.999997,0.735,0.999994,0.735,0.999933,0.735,0.999998,0.735,0.999997
0.740,0.999997,0.740,0.999997,0.740,0.999999,0.740,0.999997,0.740,0.999964,0.740,0.999999,0.740,0.999999
0.745,0.999999,0.745,0.999999,0.745,0.999999,0.745,0.999998,0.745,0.999982,0.745,0.999999,0.745,0.999999
0.750,0.999999,0.750,0.999999,0.750,1.000000,0.750,0.999999,0.750,0.999991,0.750,1.000000,0.750,1.000000
