Vf,composite,P2020,P2016,S2020,S2016,G2018,AG2018
0.410,0.146441,0.149681,0.145413,0.148040,0.146598,0.147492,0.147370
0.415,0.147941,0.152279,0.146478,0.150232,0.148149,0.149575,0.149121
0.420,0.149884,0.155522,0.147893,0.152969,0.150187,0.152143,0.151377
0.425,0.152400,0.159563,0.149758,0.156412,0.152837,0.155353,0.154265
0.430,0.155627,0.164558,0.152337,0.160724,0.156245,0.159364,0.157922
0.435,0.159834,0.170659,0.155724,0.166071,0.160570,0.164337,0.162494
0.440,0.165215,0.178016,0.160096,0.172622,0.165988,0.170431,0.168189
0.445,0.171938,0.186678,0.165654,0.180541,0.172687,0.177806,0.175239
0.450,0.180221,0.196897,0.172620,0.190049,0.180861,0.186611,0.183795
0.455,0.190282,0.208845,0.181223,0.201413,0.190702,0.196984,0.194050
0.460,0.202336,0.222660,0.191693,0.214747,0.202398,0.209056,0.206190
0.465,0.216575,0.238463,0.204254,0.230202,0.216118,0.223321,0.220380
0.470,0.233162,0.256345,0.219102,0.247895,0.232008,0.239692,0.236759
0.475,0.252217,0.276362,0.236401,0.267902,0.250181,0.258262,0.255430
0.480,0.273800,0.298525,0.256265,0.290247,0.270707,0.279082,0.276444
0.485,0.297910,0.322797,0.278747,0.314895,0.293609,0.302155,0.299799
0.490,0.324467,0.349086,0.303825,0.341744,0.318855,0.327424,0.325428
0.495,0.353315,0.377240,0.331401,0.370621,0.346359,0.354775,0.353194
0.500,0.384219,0.407052,0.361293,0.401289,0.375976,0.384029,0.382895
0.505,0.416874,0.438255,0.393243,0.433445,0.407506,0.414943,0.414265
0.510,0.450911,0.470536,0.426919,0.466734,0.440697,0.447220,0.446978
0.515,0.485916,0.503545,0.461933,0.500761,0.475252,0.480518,0.480665
0.520,0.521450,0.536907,0.497854,0.535110,0.510838,0.514459,0.514930
0.525,0.557066,0.570240,0.534234,0.569361,0.547093,0.548649,0.549364
0.530,0.592332,0.603173,0.570620,0.603113,0.583638,0.582695,0.583565
0.535,0.626856,0.635364,0.606585,0.636001,0.620086,0.616224,0.617162
0.540,0.660292,0.666514,0.641739,0.667716,0.656055,0.648898,0.649823
0.545,0.692363,0.696384,0.675743,0.698012,0.691174,0.680432,0.681273
0.550,0.722858,0.724795,0.708321,0.726717,0.725098,0.710598,0.711302
0.555,0.751636,0.751633,0.739259,0.753729,0.757509,0.739230,0.739762
0.560,0.778617,0.776844,0.768406,0.779010,0.788131,0.766226,0.766568
0.565,0.803773,0.800427,0.795665,0.802576,0.816732,0.791536,0.791686
0.570,0.827116,0.822414,0.820983,0.824481,0.843130,0.815152,0.815122
0.575,0.848681,0.842862,0.844343,0.844800,0.867197,0.837096,0.836909
0.580,0.868515,0.861835,0.865753,0.863613,0.888862,0.857407,0.857093
0.585,0.886671,0.879394,0.885239,0.880995,0.908108,0.876128,0.875721
0.590,0.903196,0.895587,0.902836,0.897006,0.924971,0.893303,0.892834
0.595,0.918134,0.910448,0.918592,0.911687,0.939537,0.908965,0.908465
0.600,0.931525,0.923996,0.932563,0.925063,0.951933,0.923142,0.922639
0.605,0.943409,0.936241,0.944815,0.937148,0.962323,0.935861,0.935376
0.610,0.953836,0.947191,0.955430,0.947954,0.970895,0.947149,0.946698
0.615,0.962865,0.956861,0.964502,0.957494,0.977852,0.957043,0.956636
0.620,0.970568,0.965279,0.972142,0.965797,0.983405,0.965592,0.965237
0.625,0.977037,0.972491,0.978475,0.972909,0.987762,0.972865,0.972563
0.630,0.982376,0.978564,0.983636,0.978896,0.991121,0.978948,0.978697
0.635,0.986704,0.983583,0.987768,0.983843,0.993664,0.983945,0.983742
0.640,0.990145,0.987651,0.991015,0.987852,0.995555,0.987972,0.987811
0.645,0.992828,0.990882,0.993517,0.991034,0.996935,0.991153,0.991029
0.650,0.994878,0.993396,0.995409,0.993508,0.997923,0.993614,0.993521
0.655,0.996412,0.995309,0.996809,0.995391,0.998618,0.995480,0.995411
0.660,0.997535,0.996734,0.997825,0.996793,0.999097,0.996863,0.996814
0.665,0.998340,0.997772,0.998546,0.997813,0.999420,0.997866,0.997832
0.670,0.998904,0.998511,0.999047,0.998539,0.999635,0.998578,0.998554
0.675,0.999292,0.999026,0.999388,0.999045,0.999774,0.999072,0.999056
0.680,0.999551,0.999376,0.999615,0.999388,0.999863,0.999407,0.999397
0.685,0.999722,0.999609,0.999763,0.999617,0.999919,0.999629,0.999622
0.690,0.999831,0.999760,0.999857,0.999765,0.999952,0.999773,0.999769
0.695,0.999900,0.999856,0.999915,0.999859,0.999973,0.999864,0.999861
0.700,0.999942,0.999915,0.999951,0.999917,0.999985,0.999920,0.999919
0.705,0.999967,0.999951,0.999972,0.999952,0.999992,0.999954,0.999953
0.710,0.999981,0.999973,0.999985,0.999973,0.999995,0.999974,0.999974
0.715,0.999990,0.999985,0.999992,0.999985,0.999998,0.999986,0.999986
0.720,0.999995,0.999992,0.999996,0.999992,0.999999,0.999992,0.999992
0.725,0.999997,0.999996,0.999998,0.999996,0.999999,0.999996,0.999996
0.730,0.999999,0.999998,0.999999,0.999998,1.000000,0.999998,0.999998
0.735,0.999999,0.999999,0.999999,0.999999,1.000000,0.999999,0.999999
0.740,1.000000,0.999999,1.000000,0.999999,1.000000,0.999999,0.999999
0.745,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
