Vf,composite,P2020,P2016,S2020,S2018,G2019,AG2019
0.405,0.248804,0.249606,0.249815,0.247217,0.249219,0.238494,0.248653
0.410,0.249387,0.249894,0.249938,0.248369,0.249427,0.242305,0.249269
0.415,0.249771,0.250103,0.250008,0.249138,0.249614,0.245141,0.249665
0.420,0.250045,0.250279,0.250096,0.249661,0.249796,0.247242,0.249931
0.425,0.250270,0.250506,0.250213,0.250042,0.249991,0.248826,0.250110
0.430,0.250496,0.250824,0.250380,0.250361,0.250222,0.250085,0.250309
0.435,0.250787,0.251272,0.250621,0.250677,0.250521,0.251183,0.250576
0.440,0.251214,0.251899,0.250970,0.251041,0.250925,0.252260,0.250948
0.445,0.251822,0.252772,0.251474,0.251498,0.251486,0.253434,0.251470
0.450,0.252675,0.253970,0.252191,0.252116,0.252271,0.254810,0.252203
0.455,0.253859,0.255592,0.253197,0.253125,0.253366,0.256487,0.253222
0.460,0.255474,0.257756,0.254588,0.254537,0.254876,0.258558,0.254622
0.465,0.257648,0.260601,0.256481,0.256481,0.256936,0.261114,0.256518
0.470,0.260526,0.264287,0.259016,0.259114,0.259706,0.264250,0.259051
0.475,0.264280,0.268990,0.262358,0.262622,0.263374,0.268170,0.262384
0.480,0.269100,0.274906,0.266693,0.267218,0.268161,0.273676,0.266704
0.485,0.275197,0.282240,0.272228,0.273142,0.274311,0.280446,0.272222
0.490,0.282793,0.291205,0.279187,0.280654,0.282093,0.288651,0.279167
0.495,0.292119,0.302014,0.287802,0.290025,0.291787,0.298462,0.287783
0.500,0.303404,0.314869,0.298306,0.301529,0.303678,0.310036,0.298318
0.505,0.316862,0.329953,0.310922,0.315423,0.318037,0.323515,0.311019
0.510,0.332687,0.347420,0.325853,0.331938,0.335108,0.339018,0.326114
0.515,0.351034,0.367385,0.343265,0.351258,0.355087,0.356634,0.343804
0.520,0.372013,0.389908,0.363282,0.373502,0.378101,0.376419,0.364243
0.525,0.395668,0.414990,0.385966,0.398708,0.404191,0.398389,0.387524
0.530,0.421976,0.442563,0.411310,0.426822,0.433295,0.422518,0.413665
0.535,0.450833,0.472479,0.439232,0.457684,0.465236,0.448733,0.442593
0.540,0.482048,0.504512,0.469564,0.491030,0.499718,0.476910,0.474138
0.545,0.515343,0.538354,0.502056,0.526486,0.536326,0.506877,0.508022
0.550,0.550358,0.573620,0.536375,0.563587,0.574542,0.538405,0.543866
0.555,0.586653,0.609859,0.572113,0.601786,0.613758,0.571214,0.581196
0.560,0.623727,0.646567,0.608796,0.640478,0.653312,0.604974,0.619455
0.565,0.661033,0.683205,0.645904,0.679029,0.692511,0.639308,0.658033
0.570,0.698002,0.719223,0.682888,0.716805,0.730678,0.673801,0.696288
0.575,0.734066,0.754083,0.719192,0.753203,0.767177,0.708011,0.733581
0.580,0.768686,0.787286,0.754278,0.787678,0.801456,0.741488,0.769311
0.585,0.801378,0.818395,0.787651,0.819773,0.833063,0.773785,0.802941
0.590,0.831733,0.847054,0.818880,0.849132,0.861674,0.804485,0.834029
0.595,0.859437,0.873005,0.847616,0.875514,0.887092,0.833214,0.862246
0.600,0.884278,0.896092,0.873608,0.898800,0.909252,0.859667,0.887384
0.605,0.906157,0.916265,0.896707,0.918979,0.928209,0.883615,0.909361
0.610,0.925075,0.933570,0.916870,0.936147,0.944118,0.904918,0.928210
0.615,0.941132,0.948141,0.934149,0.950482,0.957214,0.923528,0.944066
0.620,0.954503,0.960180,0.948680,0.962227,0.967787,0.939485,0.957148
0.625,0.965426,0.969936,0.960671,0.971667,0.976159,0.952907,0.967728
0.630,0.974177,0.977691,0.970373,0.979110,0.982659,0.963980,0.976118
0.635,0.981050,0.983734,0.978072,0.984865,0.987607,0.972933,0.982639
0.640,0.986341,0.988351,0.984059,0.989227,0.991300,0.980026,0.987605
0.645,0.990333,0.991808,0.988621,0.992469,0.994001,0.985532,0.991311
0.650,0.993284,0.994344,0.992028,0.994831,0.995939,0.989716,0.994021
0.655,0.995421,0.996168,0.994519,0.996517,0.997300,0.992829,0.995962
0.660,0.996937,0.997452,0.996304,0.997697,0.998239,0.995097,0.997325
0.665,0.997990,0.998338,0.997555,0.998506,0.998872,0.996713,0.998261
0.670,0.998707,0.998937,0.998415,0.999049,0.999291,0.997841,0.998891
0.675,0.999184,0.999333,0.998992,0.999406,0.999563,0.998610,0.999307
0.680,0.999495,0.999590,0.999372,0.999636,0.999736,0.999123,0.999575
0.685,0.999694,0.999752,0.999617,0.999782,0.999843,0.999458,0.999744
0.690,0.999818,0.999854,0.999771,0.999871,0.999909,0.999672,0.999849
0.695,0.999894,0.999915,0.999866,0.999926,0.999948,0.999806,0.999913
0.700,0.999940,0.999952,0.999923,0.999958,0.999971,0.999887,0.999951
0.705,0.999966,0.999973,0.999957,0.999977,0.999984,0.999936,0.999973
0.710,0.999982,0.999985,0.999976,0.999987,0.999991,0.999965,0.999985
0.715,0.999990,0.999992,0.999987,0.999993,0.999995,0.999981,0.999992
0.720,0.999995,0.999996,0.999993,0.999996,0.999998,0.999990,0.999996
0.725,0.999997,0.999998,0.999996,0.999998,0.999999,0.999995,0.999998
0.730,0.999999,0.999999,0.999998,0.999999,0.999999,0.999997,0.999999
0.735,0.999999,0.999999,0.999999,1.000000,1.000000,0.999999,0.999999
0.740,1.000000,1.000000,1.000000,1.000000,1.000000,0.999999,1.000000
0.745,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
