Vf,composite,P2020,P2016,S2018,S2016,G2018,AG2018
0.490,0.549215,0.501252,0.543023,0.559274,0.560378,0.566190,0.580515
0.495,0.581591,0.538220,0.575416,0.591072,0.590452,0.597289,0.609770
0.500,0.611241,0.573215,0.605195,0.620017,0.617846,0.625435,0.635947
0.505,0.638038,0.605939,0.632220,0.646010,0.642495,0.650557,0.657669
0.510,0.661976,0.636218,0.656471,0.669083,0.664439,0.672707,0.675880
0.515,0.683010,0.663481,0.677479,0.689378,0.683344,0.692050,0.692421
0.520,0.700874,0.688721,0.695972,0.707127,0.699750,0.708837,0.707557
0.525,0.717609,0.712724,0.713326,0.722628,0.715117,0.723114,0.721590
0.530,0.733513,0.735645,0.729820,0.736409,0.729729,0.736332,0.734848
0.535,0.748880,0.757632,0.745739,0.749678,0.743879,0.749126,0.747660
0.540,0.763987,0.778814,0.761347,0.762821,0.757844,0.761804,0.760337
0.545,0.779061,0.799279,0.776868,0.776095,0.771865,0.774637,0.773151
0.550,0.794273,0.819070,0.792471,0.789701,0.786134,0.787835,0.786318
0.555,0.809719,0.838181,0.808252,0.803765,0.800772,0.801535,0.799982
0.560,0.825416,0.856556,0.824232,0.818328,0.815826,0.815792,0.814203
0.565,0.841305,0.874104,0.840355,0.833351,0.831262,0.830574,0.828961
0.570,0.857256,0.890708,0.856498,0.848717,0.846971,0.845774,0.844151
0.575,0.873084,0.906241,0.872482,0.864240,0.862778,0.861210,0.859599
0.580,0.888569,0.920581,0.888092,0.879691,0.878464,0.876653,0.875078
0.585,0.903475,0.933627,0.903098,0.894809,0.893778,0.891839,0.890327
0.590,0.917573,0.945309,0.917275,0.909332,0.908465,0.906498,0.905072
0.595,0.930660,0.955595,0.930424,0.923015,0.922287,0.920374,0.919056
0.600,0.942573,0.964494,0.942388,0.935650,0.935042,0.933245,0.932051
0.605,0.953204,0.972054,0.953059,0.947079,0.946574,0.944939,0.943879
0.610,0.962498,0.978358,0.962385,0.957203,0.956787,0.955341,0.954420
0.615,0.970457,0.983515,0.970369,0.965982,0.965644,0.964397,0.963615
0.620,0.977131,0.987655,0.977064,0.973433,0.973162,0.972115,0.971464
0.625,0.982612,0.990912,0.982560,0.979623,0.979408,0.978551,0.978021
0.630,0.987017,0.993426,0.986978,0.984655,0.984488,0.983802,0.983380
0.635,0.990484,0.995328,0.990455,0.988658,0.988530,0.987994,0.987665
0.640,0.993154,0.996739,0.993133,0.991773,0.991678,0.991269,0.991018
0.645,0.995168,0.997765,0.995153,0.994147,0.994076,0.993771,0.993584
0.650,0.996654,0.998496,0.996643,0.995915,0.995864,0.995642,0.995505
0.655,0.997727,0.999006,0.997720,0.997204,0.997169,0.997010,0.996913
0.660,0.998486,0.999355,0.998481,0.998124,0.998099,0.997989,0.997921
0.665,0.999011,0.999590,0.999008,0.998766,0.998749,0.998674,0.998628
0.670,0.999367,0.999744,0.999365,0.999204,0.999193,0.999143,0.999112
0.675,0.999602,0.999843,0.999601,0.999497,0.999490,0.999457,0.999437
0.680,0.999755,0.999905,0.999755,0.999689,0.999684,0.999663,0.999650
0.685,0.999852,0.999944,0.999852,0.999811,0.999808,0.999795,0.999787
0.690,0.999913,0.999968,0.999912,0.999888,0.999886,0.999878,0.999873
0.695,0.999950,0.999982,0.999949,0.999935,0.999934,0.999929,0.999926
0.700,0.999971,0.999990,0.999971,0.999963,0.999962,0.999959,0.999958
0.705,0.999984,0.999994,0.999984,0.999979,0.999979,0.999977,0.999976
0.710,0.999991,0.999997,0.999991,0.999989,0.999988,0.999988,0.999987
0.715,0.999995,0.999998,0.999995,0.999994,0.999994,0.999993,0.999993
0.720,0.999998,0.999999,0.999998,0.999997,0.999997,0.999996,0.999996
0.725,0.999999,1.000000,0.999999,0.999998,0.999998,0.999998,0.999998
0.730,0.999999,1.000000,0.999999,0.999999,0.999999,0.999999,0.999999
0.735,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.740,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.745,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
