Vf,composite,P2020,P2016,S2020,S2016,G2018,AG2018
0.490,0.497889,0.532996,0.505544,0.523258,0.458786,0.467041,0.489740
0.495,0.513791,0.549323,0.518976,0.540925,0.474668,0.481393,0.504601
0.500,0.530395,0.565995,0.533024,0.559129,0.491094,0.496302,0.520261
0.505,0.547657,0.582975,0.547678,0.577770,0.508046,0.511785,0.536685
0.510,0.565485,0.600183,0.562890,0.596704,0.525479,0.527825,0.553790
0.515,0.583746,0.617507,0.578588,0.615753,0.543321,0.544373,0.571459
0.520,0.602273,0.634805,0.594669,0.634713,0.561478,0.561353,0.589535
0.525,0.620878,0.651921,0.611011,0.653372,0.579835,0.578659,0.607840
0.530,0.639355,0.668690,0.627474,0.671517,0.598258,0.596166,0.626176
0.535,0.657500,0.684946,0.643906,0.688949,0.616603,0.613727,0.644340
0.540,0.675109,0.700533,0.660149,0.705487,0.634718,0.631189,0.662129
0.545,0.691998,0.715312,0.676046,0.720981,0.652450,0.648390,0.679348
0.550,0.708003,0.729165,0.691443,0.735315,0.669650,0.665172,0.695823
0.555,0.722987,0.741999,0.706200,0.748407,0.686178,0.681385,0.711401
0.560,0.736847,0.753750,0.720189,0.760214,0.701911,0.696890,0.725958
0.565,0.749511,0.764383,0.733306,0.770729,0.716743,0.711570,0.740775
0.570,0.760945,0.773891,0.745466,0.779976,0.730590,0.725326,0.754673
0.575,0.771141,0.782294,0.756612,0.788006,0.743395,0.738086,0.767029
0.580,0.780125,0.789633,0.766711,0.794896,0.755280,0.749802,0.777841
0.585,0.788667,0.795970,0.775755,0.800737,0.768191,0.760861,0.787163
0.590,0.796251,0.801891,0.783760,0.806132,0.779778,0.772475,0.795095
0.595,0.802593,0.807074,0.792006,0.810682,0.790152,0.782687,0.801779
0.600,0.807856,0.811405,0.799006,0.814483,0.799481,0.791598,0.807389
0.605,0.812225,0.815050,0.804827,0.817725,0.807984,0.799366,0.812128
0.610,0.815901,0.818189,0.809623,0.820600,0.815915,0.806204,0.816216
0.615,0.819094,0.821000,0.813569,0.823299,0.823547,0.812369,0.819888
0.620,0.822022,0.823661,0.816856,0.826005,0.831155,0.818152,0.823385
0.625,0.824905,0.826334,0.819681,0.828894,0.839002,0.823869,0.826952
0.630,0.827960,0.829167,0.822242,0.832126,0.847312,0.829838,0.830828
0.635,0.831400,0.832280,0.824732,0.835845,0.856259,0.836360,0.835240
0.640,0.835428,0.835765,0.827333,0.840179,0.865946,0.843696,0.840392
0.645,0.840230,0.839686,0.830208,0.845238,0.876394,0.852041,0.846460
0.650,0.845970,0.844083,0.833498,0.851115,0.887536,0.861500,0.853572
0.655,0.852774,0.848980,0.837318,0.857882,0.899215,0.872070,0.861801
0.660,0.860723,0.854397,0.841761,0.865586,0.911203,0.883636,0.871148
0.665,0.869835,0.860367,0.846900,0.874238,0.923212,0.895969,0.881534
0.670,0.880049,0.866937,0.852796,0.883804,0.934929,0.908753,0.892793
0.675,0.891220,0.874169,0.859503,0.894189,0.946043,0.921609,0.904681
0.680,0.903115,0.882129,0.867072,0.905227,0.956279,0.934138,0.916885
0.685,0.915422,0.890862,0.875537,0.916682,0.965425,0.945958,0.929048
0.690,0.927771,0.900366,0.884906,0.928258,0.973344,0.956750,0.940803
0.695,0.939772,0.910559,0.895132,0.939619,0.979985,0.966280,0.951806
0.700,0.951050,0.921268,0.906095,0.950424,0.985377,0.974415,0.961770
0.705,0.961286,0.932229,0.917583,0.960364,0.989614,0.981126,0.970493
0.710,0.970249,0.943104,0.929298,0.969195,0.992833,0.986475,0.977869
0.715,0.977816,0.953529,0.940874,0.976760,0.995198,0.990593,0.983889
0.720,0.983968,0.963155,0.951922,0.983005,0.996878,0.993654,0.988628
0.725,0.988784,0.971699,0.962075,0.987968,0.998032,0.995850,0.992224
0.730,0.992411,0.978977,0.971040,0.991761,0.998797,0.997371,0.994853
0.735,0.995037,0.984921,0.978633,0.994549,0.999287,0.998388,0.996706
0.740,0.996866,0.989570,0.984793,0.996518,0.999591,0.999043,0.997962
0.745,0.998091,0.993052,0.989576,0.997854,0.999773,0.999451,0.998782
0.750,0.998878,0.995546,0.993126,0.998725,0.999878,0.999695,0.999297
