Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2018,Vf,G2018,Vf,AG2018
0.550,0.627254,0.550,0.637466,0.550,0.618991,0.550,0.634122,0.550,0.623461,0.550,0.620752,0.550,0.613813
0.555,0.643232,0.555,0.651727,0.555,0.635678,0.555,0.649612,0.555,0.641314,0.555,0.636683,0.555,0.631569
0.560,0.659190,0.560,0.665715,0.560,0.652217,0.560,0.665177,0.560,0.659475,0.560,0.652836,0.560,0.649506
0.565,0.675300,0.565,0.679623,0.565,0.668756,0.565,0.680980,0.565,0.678066,0.565,0.669380,0.565,0.667746
0.570,0.691735,0.570,0.693665,0.570,0.685461,0.570,0.697182,0.570,0.697186,0.570,0.686478,0.570,0.686409
0.575,0.708657,0.575,0.708061,0.575,0.702498,0.575,0.713924,0.575,0.716899,0.575,0.704262,0.575,0.705587
0.580,0.726195,0.580,0.723014,0.580,0.720009,0.580,0.731313,0.580,0.737219,0.580,0.722823,0.580,0.725337
0.585,0.744423,0.585,0.738687,0.585,0.738095,0.585,0.749403,0.585,0.758094,0.585,0.742185,0.585,0.745657
0.590,0.763348,0.590,0.755185,0.590,0.756798,0.590,0.768180,0.590,0.779401,0.590,0.762298,0.590,0.766482
0.595,0.782900,0.595,0.772536,0.595,0.776084,0.595,0.787556,0.595,0.800949,0.595,0.783029,0.595,0.787674
0.600,0.802924,0.600,0.790681,0.600,0.795842,0.600,0.807369,0.600,0.822482,0.600,0.804163,0.600,0.809029
0.605,0.823193,0.605,0.809472,0.605,0.815884,0.605,0.827385,0.605,0.843697,0.605,0.825415,0.605,0.830283
0.610,0.843415,0.610,0.828677,0.610,0.835959,0.610,0.847312,0.610,0.864267,0.610,0.846450,0.610,0.851131
0.615,0.863258,0.615,0.847996,0.615,0.855764,0.615,0.866824,0.615,0.883863,0.615,0.866901,0.615,0.871248
0.620,0.882374,0.620,0.867083,0.620,0.874974,0.620,0.885582,0.620,0.902180,0.620,0.886408,0.620,0.890315
0.625,0.900430,0.625,0.885572,0.625,0.893265,0.625,0.903265,0.625,0.918962,0.625,0.904638,0.625,0.908044
0.630,0.917132,0.630,0.903112,0.630,0.910342,0.630,0.919591,0.630,0.934021,0.630,0.921316,0.630,0.924197
0.635,0.932250,0.635,0.919387,0.635,0.925957,0.635,0.934340,0.635,0.947244,0.635,0.936239,0.635,0.938607
0.640,0.945628,0.640,0.934150,0.640,0.939933,0.640,0.947371,0.640,0.958600,0.640,0.949293,0.640,0.951185
0.645,0.957196,0.645,0.947229,0.645,0.952168,0.645,0.958621,0.645,0.968133,0.645,0.960450,0.645,0.961920
0.650,0.966968,0.650,0.958543,0.650,0.962636,0.650,0.968107,0.650,0.975954,0.650,0.969763,0.650,0.970873
0.655,0.975025,0.655,0.968092,0.655,0.971389,0.655,0.975917,0.655,0.982222,0.655,0.977353,0.655,0.978168
0.660,0.981509,0.660,0.975955,0.660,0.978535,0.660,0.982193,0.660,0.987127,0.660,0.983391,0.660,0.983973
0.665,0.986601,0.665,0.982269,0.665,0.984232,0.665,0.987113,0.665,0.990874,0.665,0.988077,0.665,0.988482
0.670,0.990501,0.670,0.987211,0.670,0.988664,0.670,0.990876,0.670,0.993669,0.670,0.991626,0.670,0.991899
0.675,0.993415,0.675,0.990982,0.675,0.992028,0.675,0.993683,0.675,0.995703,0.675,0.994248,0.675,0.994427
0.680,0.995537,0.680,0.993786,0.680,0.994518,0.680,0.995724,0.680,0.997147,0.680,0.996137,0.680,0.996251
0.685,0.997044,0.685,0.995817,0.685,0.996316,0.685,0.997172,0.685,0.998149,0.685,0.997464,0.685,0.997535
0.690,0.998087,0.690,0.997250,0.690,0.997581,0.690,0.998172,0.690,0.998825,0.690,0.998373,0.690,0.998416
0.695,0.998791,0.695,0.998235,0.695,0.998448,0.695,0.998847,0.695,0.999272,0.695,0.998980,0.695,0.999006
0.700,0.999254,0.700,0.998895,0.700,0.999028,0.700,0.999289,0.700,0.999559,0.700,0.999376,0.700,0.999390
0.705,0.999551,0.705,0.999324,0.705,0.999406,0.705,0.999572,0.705,0.999739,0.705,0.999627,0.705,0.999635
0.710,0.999736,0.710,0.999597,0.710,0.999646,0.710,0.999749,0.710,0.999849,0.710,0.999782,0.710,0.999787
0.715,0.999848,0.715,0.999766,0.715,0.999794,0.715,0.999856,0.715,0.999915,0.715,0.999876,0.715,0.999878
0.720,0.999915,0.720,0.999867,0.720,0.999883,0.720,0.999919,0.720,0.999953,0.720,0.999931,0.720,0.999932
0.725,0.999954,0.725,0.999927,0.725,0.999935,0.725,0.999956,0.725,0.999975,0.725,0.999963,0.725,0.999963
0.730,0.999975,0.730,0.999960,0.730,0.999965,0.730,0.999977,0.730,0.999987,0.730,0.999980,0.730,0.999980
0.735,0.999987,0.735,0.999979,0.735,0.999982,0.735,0.999988,0.735,0.999993,0.735,0.999990,0.735,0.999990
0.740,0.999993,0.740,0.999989,0.740,0.999991,0.740,0.999994,0.740,0.999997,0.740,0.999995,0.740,0.999995
0.745,0.999997,0.745,0.999995,0.745,0.999995,0.745,0.999997,0.745,0.999998,0.745,0.999997,0.745,0.999997
0.750,0.999998,0.750,0.999997,0.750,0.999998,0.750,0.999999,0.750,0.999999,0.750,0.999999,0.750,0.999999
