Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2020
0.480,0.404022,0.480,0.431798,0.480,0.396947,0.480,0.389141,0.480,0.357360,0.480,0.399228,0.480,0.429524
0.485,0.420435,0.485,0.446975,0.485,0.411078,0.485,0.405152,0.485,0.373833,0.485,0.417812,0.485,0.445965
0.490,0.436770,0.490,0.461994,0.490,0.425174,0.490,0.421029,0.490,0.390654,0.490,0.436257,0.490,0.462162
0.495,0.452940,0.495,0.476802,0.495,0.439201,0.495,0.436721,0.495,0.407674,0.495,0.454457,0.495,0.478023
0.500,0.468854,0.500,0.491339,0.500,0.453147,0.500,0.452183,0.500,0.424982,0.500,0.472310,0.500,0.493458
0.505,0.484423,0.505,0.505536,0.505,0.467280,0.505,0.467374,0.505,0.442542,0.505,0.489717,0.505,0.508384
0.510,0.499562,0.510,0.519402,0.510,0.481560,0.510,0.482258,0.510,0.460224,0.510,0.506589,0.510,0.522727
0.515,0.514190,0.515,0.533058,0.515,0.495907,0.515,0.496809,0.515,0.477908,0.515,0.522847,0.515,0.536427
0.520,0.528241,0.520,0.546423,0.520,0.510242,0.520,0.511005,0.520,0.495494,0.520,0.538428,0.520,0.549441
0.525,0.541658,0.525,0.559426,0.525,0.524486,0.525,0.524834,0.525,0.512906,0.525,0.553286,0.525,0.561917
0.530,0.555214,0.530,0.572017,0.530,0.538574,0.530,0.538290,0.530,0.530098,0.530,0.567396,0.530,0.574246
0.535,0.568413,0.535,0.584177,0.535,0.552454,0.535,0.551375,0.535,0.547055,0.535,0.580749,0.535,0.586234
0.540,0.581248,0.540,0.595913,0.540,0.566093,0.540,0.564094,0.540,0.563799,0.540,0.593357,0.540,0.597921
0.545,0.593753,0.545,0.607266,0.545,0.579482,0.545,0.576458,0.545,0.580380,0.545,0.605249,0.545,0.609367
0.550,0.605989,0.550,0.618302,0.550,0.592639,0.550,0.588481,0.550,0.596880,0.550,0.616471,0.550,0.620652
0.555,0.618045,0.555,0.629113,0.555,0.605605,0.555,0.600180,0.555,0.613401,0.555,0.627078,0.555,0.631870
0.560,0.630028,0.560,0.639806,0.560,0.618449,0.560,0.611572,0.560,0.630057,0.560,0.637137,0.560,0.643124
0.565,0.642060,0.565,0.650504,0.565,0.631258,0.565,0.622675,0.565,0.646966,0.565,0.646721,0.565,0.654523
0.570,0.654269,0.570,0.661329,0.570,0.644137,0.570,0.635740,0.570,0.664237,0.570,0.655904,0.570,0.666171
0.575,0.666780,0.575,0.672407,0.575,0.657200,0.575,0.650117,0.575,0.681961,0.575,0.664759,0.575,0.678169
0.580,0.679709,0.580,0.683854,0.580,0.670566,0.580,0.664738,0.580,0.700197,0.580,0.673359,0.580,0.690602
0.585,0.693153,0.585,0.695777,0.585,0.684347,0.585,0.679603,0.585,0.718968,0.585,0.681765,0.585,0.703539
0.590,0.707186,0.590,0.708269,0.590,0.698642,0.590,0.694708,0.590,0.738250,0.590,0.692586,0.590,0.717028
0.595,0.721852,0.595,0.721408,0.595,0.713533,0.595,0.710045,0.595,0.757972,0.595,0.705128,0.595,0.731097
0.600,0.737165,0.600,0.735252,0.600,0.729074,0.600,0.725603,0.600,0.778016,0.600,0.718242,0.600,0.745746
0.605,0.753105,0.605,0.749835,0.605,0.745288,0.605,0.741368,0.605,0.798216,0.605,0.731930,0.605,0.760950
0.610,0.769619,0.610,0.765159,0.610,0.762157,0.610,0.757324,0.610,0.818371,0.610,0.746172,0.610,0.776658
0.615,0.786623,0.615,0.781194,0.615,0.779625,0.615,0.773454,0.615,0.838251,0.615,0.760927,0.615,0.792791
0.620,0.803999,0.620,0.797865,0.620,0.797587,0.620,0.789734,0.620,0.857611,0.620,0.776137,0.620,0.809246
0.625,0.821599,0.625,0.815051,0.625,0.815893,0.625,0.806133,0.625,0.876204,0.625,0.791730,0.625,0.825892
0.630,0.839249,0.630,0.832583,0.630,0.834352,0.630,0.822603,0.630,0.893793,0.630,0.807617,0.630,0.842578
0.635,0.856749,0.635,0.850244,0.635,0.852734,0.635,0.839076,0.635,0.910168,0.635,0.823695,0.635,0.859131
0.640,0.873885,0.640,0.867783,0.640,0.870781,0.640,0.855455,0.640,0.925158,0.640,0.839843,0.640,0.875365
0.645,0.890432,0.645,0.884922,0.645,0.888223,0.645,0.871616,0.645,0.938635,0.645,0.855926,0.645,0.891085
0.650,0.906167,0.650,0.901374,0.650,0.904790,0.650,0.887400,0.650,0.950527,0.650,0.871789,0.650,0.906096
0.655,0.920882,0.655,0.916866,0.655,0.920236,0.655,0.902625,0.655,0.960815,0.655,0.887265,0.655,0.920214
0.660,0.934396,0.660,0.931157,0.660,0.934349,0.660,0.917093,0.660,0.969536,0.660,0.902174,0.660,0.933273
0.665,0.946567,0.665,0.944056,0.665,0.946973,0.665,0.930605,0.665,0.976772,0.665,0.916336,0.665,0.945136
0.670,0.957301,0.670,0.955435,0.670,0.958013,0.670,0.942981,0.670,0.982644,0.670,0.929576,0.670,0.955705
0.675,0.966560,0.675,0.965234,0.675,0.967444,0.675,0.954074,0.675,0.987301,0.675,0.941739,0.675,0.964927
0.680,0.974362,0.680,0.973467,0.680,0.975303,0.680,0.963787,0.680,0.990909,0.680,0.952695,0.680,0.972796
0.685,0.980778,0.685,0.980206,0.685,0.981688,0.685,0.972082,0.685,0.993636,0.685,0.962358,0.685,0.979354
0.690,0.985920,0.690,0.985580,0.690,0.986740,0.690,0.978980,0.690,0.995646,0.690,0.970687,0.690,0.984686
0.695,0.989933,0.695,0.989749,0.695,0.990631,0.695,0.984561,0.695,0.997092,0.695,0.977691,0.695,0.988909
0.700,0.992981,0.700,0.992895,0.700,0.993545,0.700,0.988948,0.700,0.998104,0.700,0.983428,0.700,0.992166
0.705,0.995231,0.705,0.995201,0.705,0.995667,0.705,0.992296,0.705,0.998794,0.705,0.988000,0.705,0.994607
0.710,0.996845,0.710,0.996844,0.710,0.997168,0.710,0.994776,0.710,0.999252,0.710,0.991539,0.710,0.996385
0.715,0.997969,0.715,0.997981,0.715,0.998198,0.715,0.996556,0.715,0.999548,0.715,0.994198,0.715,0.997643
0.720,0.998728,0.720,0.998743,0.720,0.998885,0.720,0.997794,0.720,0.999734,0.720,0.996133,0.720,0.998505
0.725,0.999226,0.725,0.999240,0.725,0.999329,0.725,0.998628,0.725,0.999847,0.725,0.997499,0.725,0.999079
0.730,0.999542,0.730,0.999553,0.730,0.999608,0.730,0.999172,0.730,0.999915,0.730,0.998430,0.730,0.999449
0.735,0.999737,0.735,0.999745,0.735,0.999777,0.735,0.999515,0.735,0.999954,0.735,0.999045,0.735,0.999680
0.740,0.999854,0.740,0.999859,0.740,0.999877,0.740,0.999725,0.740,0.999975,0.740,0.999437,0.740,0.999820
0.745,0.999921,0.745,0.999924,0.745,0.999934,0.745,0.999848,0.745,0.999987,0.745,0.999679,0.745,0.999902
0.750,0.999959,0.750,0.999960,0.750,0.999966,0.750,0.999919,0.750,0.999994,0.750,0.999823,0.750,0.999948
