Vf,composite,P2020,P2016,S2020,S2016,G2019,AG2019
0.690,0.999888,0.999873,0.999802,0.999911,0.999811,0.999820,0.999944
0.695,0.999936,0.999927,0.999884,0.999949,0.999889,0.999894,0.999968
0.700,0.999964,0.999959,0.999934,0.999972,0.999937,0.999939,0.999982
0.705,0.999980,0.999977,0.999963,0.999984,0.999965,0.999966,0.999990
0.710,0.999989,0.999988,0.999980,0.999992,0.999981,0.999981,0.999995
0.715,0.999994,0.999993,0.999989,0.999996,0.999990,0.999990,0.999997
0.720,0.999997,0.999997,0.999994,0.999998,0.999995,0.999995,0.999999
0.725,0.999998,0.999998,0.999997,0.999999,0.999997,0.999997,0.999999
0.730,0.999999,0.999999,0.999998,0.999999,0.999999,0.999999,1.000000
0.735,1.000000,1.000000,0.999999,1.000000,0.999999,0.999999,1.000000
0.740,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.745,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
