Vf,composite,P2020,P2016,S2020,S2016,G2018,AG2020
0.635,0.861721,0.851634,0.853829,0.858405,0.915994,0.888425,0.864034
0.640,0.870997,0.858956,0.861834,0.867110,0.928205,0.900526,0.873577
0.645,0.881346,0.867544,0.871038,0.876968,0.939745,0.912797,0.884153
0.650,0.892619,0.877385,0.881397,0.887868,0.950404,0.924953,0.895588
0.655,0.904559,0.888346,0.892744,0.899587,0.960006,0.936687,0.907605
0.660,0.916828,0.900177,0.904805,0.911806,0.968436,0.947704,0.919856
0.665,0.929045,0.912533,0.917219,0.924146,0.975639,0.957756,0.931958
0.670,0.940822,0.925009,0.929580,0.936204,0.981627,0.966660,0.943532
0.675,0.951805,0.937181,0.941480,0.947600,0.986468,0.974313,0.954245
0.680,0.961716,0.948651,0.952553,0.958016,0.990272,0.980695,0.963839
0.685,0.970364,0.959090,0.962508,0.967219,0.993178,0.985857,0.972151
0.690,0.977663,0.968265,0.971154,0.975079,0.995334,0.989905,0.979116
0.695,0.983619,0.976052,0.978410,0.981568,0.996890,0.992983,0.984762
0.700,0.988320,0.982435,0.984292,0.986746,0.997980,0.995253,0.989189
0.705,0.991906,0.987485,0.988897,0.990740,0.998721,0.996875,0.992545
0.710,0.994553,0.991344,0.992381,0.993717,0.999212,0.997999,0.995006
0.715,0.996440,0.994192,0.994926,0.995862,0.999527,0.998754,0.996752
0.720,0.997743,0.996220,0.996723,0.997356,0.999724,0.999246,0.997950
0.725,0.998611,0.997616,0.997948,0.998361,0.999843,0.999556,0.998744
0.730,0.999171,0.998543,0.998754,0.999015,0.999913,0.999747,0.999254
0.735,0.999521,0.999137,0.999267,0.999426,0.999953,0.999859,0.999570
0.740,0.999731,0.999505,0.999583,0.999676,0.999975,0.999924,0.999760
0.745,0.999854,0.999725,0.999770,0.999823,0.999987,0.999960,0.999870
0.750,0.999923,0.999852,0.999877,0.999906,0.999994,0.999980,0.999932
